Code,Prefecture,Municipality,A1101,A110101,A110102,A1102,A110201,A110202,A1301,A130101,A130102,A1302,A130201,A130202,A1303,A130301,A130302,A1419,A141901,A141902,A1700,A4101,A4200,A5101,A5102,A7101,A710101,A710201,A810102,A810105,A811102,A8201,A8301,A9101,A9201,B1101,B1103,C2107,C210703,C210708,C210709,C210710,C210711,C210712,C210713,C210716,C210717,C210718,C210719,C210720,C210721,C210722,C210723,C210724,C210725,C2110,C2111,C2112,C2207,C220703,C220708,C220709,C220710,C220711,C220712,C220713,C220716,C220717,C220718,C220719,C220720,C220721,C220722,C220723,C220724,C220725,C2210,C2211,C2212,D2203,D2211,D3201,D320101,D3203,D320303,D320308,D320310,D320311,E1101,E1501,E2101,E2401,E2501,E3101,E3401,E3501,E4101,E4501,G1201,G1401,H5507,H550701,H6130,H6131,H6132,I510120,I5102,I5103,I6100,I6200,I6300,J2503,J2506
R37322,çÅêÏåß,ìyèØí¨,14002,6556,7446,13940,6540,7400,1372,712,660,7292,3614,3678,5337,2230,3107,2801,1011,1790,62,91,218,327,440,6061,6050,13669,3529,1858,1860,1085,1079,45,20,7437,2704,1009,9,78,149,2,2,26,257,12,21,22,126,84,33,60,17,77,22,21,227,761,6854,56,475,1176,11,3,242,1386,105,50,90,907,331,270,738,220,350,334,166,1651,5037,84.8,7,9254377,1548147,8633568,1889141,611004,862485,37343,6,132,2,44,577,2,37,279,1,317,8,1,14772,5621,218,81,3,1,9,5,17,5,25,7,210
R37324,çÅêÏåß,è¨ì§ìáí¨,14862,7040,7822,14739,7017,7722,1351,736,615,7375,3729,3646,6136,2575,3561,3414,1271,2143,123,77,253,353,438,6411,6386,14255,3702,2014,2057,1264,1176,53,28,9559,2613,1098,5,117,178,3,2,37,268,10,47,17,104,68,56,62,17,74,24,11,298,789,6921,48,499,1917,44,3,405,1213,58,87,55,405,174,267,1004,118,261,272,77,2478,4366,91.7,4.2,11454129,1474870,10833197,2118241,692177,931219,8254,6,104,4,69,595,1,29,293,1,288,19,1,15534,1849,217,75,2,3,4,6,26,9,24,2,143
R37341,çÅêÏåß,éOñÿí¨,27684,13295,14389,27454,13198,14256,3452,1761,1691,15697,7650,8047,7817,3502,4315,3797,1511,2286,154,220,281,794,784,10667,10647,27252,6450,2722,2770,1515,1057,108,47,7578,3856,1062,14,128,124,1,2,24,231,9,70,30,90,88,51,106,11,71,12,14,252,796,10572,153,868,1619,16,4,348,1774,90,149,207,499,310,1349,2426,100,394,266,153,2487,7932,81.1,2.5,11224316,2697868,10526901,3456681,368185,935860,20130,7,383,4,98,1497,1,52,792,1,523,4,0,28642,4771,183,77,3,3,19,11,420,29,107,7,644
R37364,çÅêÏåß,íºìáí¨,3139,1621,1518,3123,1614,1509,313,160,153,1750,980,770,1073,479,594,536,200,336,16,21,41,175,147,1519,1513,3073,779,646,393,257,217,24,4,1422,450,238,1,28,6,4,0,11,35,1,10,1,59,13,9,5,4,23,10,19,34,185,2350,10,231,573,5,0,242,184,8,22,2,376,22,145,121,40,171,85,123,804,1423,76.7,2.8,5295562,805774,4937190,487223,198685,310154,0,0,0,1,14,121,1,12,61,0,0,1,0,3162,77,31,23,0,0,2,1,2,1,3,1,28
R37386,çÅêÏåß,âFëΩí√í¨,18952,9234,9718,18516,9026,9490,3069,1549,1520,11986,5972,6014,3627,1552,2075,1721,650,1071,362,200,161,1089,1152,8465,8451,18581,4573,3397,1204,683,758,130,47,810,721,842,0,68,49,4,5,51,222,5,71,28,119,86,32,56,5,36,5,0,117,725,11125,0,562,2063,18,46,1491,1947,47,222,189,1170,708,468,1520,27,536,111,0,2625,8500,86.3,5.4,6869978,2882506,6340253,2090601,563853,925613,0,3,375,2,65,1139,1,39,534,0,0,0,0,18446,621,169,97,4,1,11,6,20,12,33,3,328
R37387,çÅêÏåß,àªêÏí¨,23610,11421,12189,23462,11347,12115,2777,1443,1334,13014,6528,6486,7808,3442,4366,3986,1551,2435,146,151,358,619,617,8548,8531,22981,5345,1737,2539,1415,1007,80,27,10975,5821,1020,21,119,100,3,3,30,300,10,29,20,94,87,34,67,11,78,13,22,219,779,10701,215,761,2285,34,20,685,2409,74,208,138,687,461,364,1695,100,384,180,216,3046,7439,80.8,-0.6,11213673,2919399,10164623,3237204,942447,2456128,17529,2,21,5,99,1177,2,56,651,1,343,10,2,24755,2567,249,79,3,2,18,7,52,11,52,6,716
R37403,çÅêÏåß,ã’ïΩí¨,9186,4227,4959,9146,4200,4946,926,489,437,4675,2302,2373,3564,1431,2133,1940,688,1252,33,39,158,263,322,3708,3699,8867,2037,1143,1082,592,698,44,19,847,644,758,4,50,42,3,1,8,260,10,69,18,86,61,30,54,4,52,6,4,92,662,4585,33,222,425,19,14,99,976,111,113,57,860,181,222,715,110,243,185,33,647,3905,80.3,8.8,4625666,974080,4349786,1278749,211090,570459,1037,2,73,3,44,380,1,24,209,1,604,3,1,9623,1877,227,61,1,2,10,5,18,7,23,3,204
R37404,çÅêÏåß,ëΩìxí√í¨,23366,11699,11667,22806,11221,11585,2908,1512,1396,13138,6935,6203,7132,3092,4040,3524,1362,2162,506,169,279,708,749,9551,9536,22793,5466,3018,2465,1384,1123,96,33,2438,1891,864,7,79,120,3,3,19,216,11,14,31,107,71,33,56,9,66,13,13,199,652,9821,92,518,4149,33,9,474,1441,136,29,139,545,203,407,862,75,459,222,120,4667,5034,86.8,8.9,9695164,2989728,9026227,2812430,957956,1365794,11267,4,201,4,89,1218,1,41,567,1,659,6,1,23783,3739,171,87,1,3,15,7,27,11,29,5,602
R37406,çÅêÏåß,Ç‹ÇÒÇÃÇ§í¨,18377,8749,9628,18252,8722,9530,2237,1172,1065,9612,4810,4802,6519,2763,3756,3685,1348,2337,113,123,281,375,393,6445,6435,17910,3626,1370,1871,992,877,69,30,19445,6211,848,19,152,72,2,6,13,195,4,16,32,67,73,34,66,13,68,16,19,224,605,6281,204,738,1579,8,17,179,982,23,44,79,308,343,261,1047,117,169,183,204,2317,3760,80,8.4,14333132,1892695,13728405,2594497,550781,3314841,132550,2,136,6,88,969,1,35,416,0,0,7,1,19398,6476,154,55,1,1,14,7,16,8,29,5,468
R38201,à§ïQåß,èºéRés,514865,241656,273209,502860,236090,266770,64925,33250,31675,303024,145012,158012,128658,53350,75308,61781,22628,39153,2296,4242,5229,14317,14606,230509,230058,501769,123806,89157,45805,25053,26681,2499,915,42940,24032,22108,59,1894,1011,23,310,497,5579,506,1661,988,2886,2142,845,1841,146,1586,130,62,2906,19140,236639,524,13561,17779,1023,5634,10836,45813,8407,5910,5626,24508,11279,14581,39173,2641,20576,8757,530,31345,204764,87.7,6.4,190736775,67564563,184806197,86218792,17667646,20766079,18966,44,6909,60,1506,27221,32,954,13544,16,14584,41,5,517263,17611,3869,2490,97,38,479,250,1567,380,1211,65,6381
R38202,à§ïQåß,ç°é°és,158114,74336,83778,155995,73096,82899,18816,9657,9159,86057,42303,43754,52636,22061,30575,25899,9648,16251,1946,1060,2234,3318,3759,67105,66974,154418,39513,20966,18577,10512,10155,671,256,41914,19547,8961,53,816,1014,17,43,398,2308,132,291,296,1080,733,327,627,90,609,92,60,1858,7043,74129,513,5474,14818,321,436,5801,14281,1602,1099,1488,5651,2406,3097,10937,770,3304,1922,561,20453,53115,89.2,12.8,82975064,21831222,77694591,24273761,9590569,6507706,21992,13,1762,26,513,7709,16,334,3971,9,4046,23,4,164322,5379,1704,897,23,29,114,89,319,108,279,33,2745
R38203,à§ïQåß,âFòaìáés,77465,36006,41459,77052,35912,41140,8483,4394,4089,40680,20022,20658,28072,11440,16632,14887,5272,9615,328,442,1296,1557,2295,32732,32651,75256,17656,10691,8689,4714,5705,263,120,46819,13597,4769,36,371,279,8,15,94,1321,78,272,121,618,463,189,409,54,331,51,95,650,4024,32913,452,2061,2332,220,75,1258,7555,824,615,455,2889,1302,1475,6558,852,2118,1456,868,4393,27652,82.7,6.8,47684947,7625286,46316536,14533427,6014201,5045559,161924,13,400,31,358,3483,6,150,1566,5,1786,33,2,80611,16105,1013,527,8,6,79,42,205,54,148,24,1811
R38204,à§ïQåß,î™î¶ïlés,34951,16282,18669,34795,16235,18560,3558,1838,1720,18209,9033,9176,13058,5339,7719,7033,2520,4513,105,176,570,737,1061,14995,14957,33686,8618,4801,4348,2466,2702,119,36,13268,6227,2286,22,161,135,4,11,44,627,33,283,52,238,197,102,179,26,136,28,30,296,1960,15845,186,953,2082,67,48,870,3068,289,506,268,1207,754,771,3101,416,629,579,237,3035,12573,94.7,12.6,20324552,3506350,20042812,5892651,2071415,2116787,34056,6,207,12,156,1505,7,106,839,3,1202,20,2,36053,2879,472,198,2,4,42,20,84,22,82,12,657
R38205,à§ïQåß,êVãèïlés,119903,57551,62352,118781,57036,61745,15812,8159,7653,66679,33691,32988,36715,15228,21487,18294,6636,11658,750,948,1517,2820,3007,50653,50536,116591,30693,15870,12983,7470,7384,565,208,23446,6352,5551,19,602,397,9,43,129,1410,98,208,247,687,537,215,498,39,372,39,19,1001,4531,56196,168,4593,9933,408,348,3318,9931,1219,663,2190,4053,2140,1741,9328,534,4375,1115,168,14665,41363,78.4,6,49354073,19264958,47878297,17764081,4762758,5492168,244613,12,1360,17,382,6348,12,259,3315,5,3018,16,2,122559,13146,1057,612,17,10,96,54,273,88,239,26,2668
R38206,à§ïQåß,êºèés,108174,51807,56367,106836,51069,55767,13857,7067,6790,60473,30374,30099,32793,13799,18994,17211,6398,10813,837,798,1394,2481,2694,44595,44510,105468,27121,13184,11416,6683,6112,465,158,50998,15520,5100,74,614,476,14,22,110,1228,65,197,182,585,469,205,393,50,362,46,82,1090,3928,45862,597,3855,9937,231,74,2220,8563,760,706,829,3427,1771,1831,6945,889,1850,1312,662,13792,31408,84.6,9.6,51183100,15512406,47937776,16755588,5260246,5086339,43359,14,885,26,444,5770,10,243,2917,5,2328,29,4,112262,23460,961,481,19,9,94,55,191,68,175,29,2740
R38207,à§ïQåß,ëÂèFés,44086,21013,23073,43818,20910,22908,5370,2810,2560,23586,11731,11855,14715,6229,8486,8171,3073,5098,114,289,657,1062,1362,18057,18011,42563,10525,5445,4883,2739,2859,156,63,43222,11701,2725,30,232,168,6,7,65,739,35,131,72,316,266,150,244,46,167,50,31,400,2294,20352,556,1458,2507,87,42,970,4037,342,290,540,1572,888,1067,3880,536,926,648,562,3965,15825,87.4,10,25676456,4502184,23814393,8158924,2253186,2597099,14019,8,342,13,188,2161,10,146,1213,6,1446,43,4,45689,9934,598,271,7,5,61,25,103,31,83,17,1085
R38210,à§ïQåß,à…ó\és,36827,17083,19744,36611,17026,19585,4609,2420,2189,20602,9866,10736,11556,4774,6782,6003,2164,3839,182,237,487,1008,1093,14003,13980,36048,8906,3258,4010,2146,1823,128,66,19444,7937,1601,13,186,147,4,2,43,450,14,70,44,114,146,69,133,22,125,18,14,333,1254,13424,80,1075,2899,50,5,744,2930,173,130,179,645,475,549,2046,247,759,435,83,3974,9367,88.7,9.1,19681833,3770693,18547893,5943113,1555058,3331654,19801,5,382,9,151,1882,4,83,1018,1,698,7,1,38307,3442,361,93,5,1,32,15,52,20,43,10,660
R38213,à§ïQåß,élçëíÜâõés,87413,42596,44817,86623,42281,44342,10741,5517,5224,49719,25415,24304,26123,11134,14989,13426,5043,8383,473,648,1121,1712,2094,34999,34900,85334,21070,9802,9044,4874,4161,382,151,42124,9079,4531,24,391,624,12,15,128,1139,79,299,130,420,401,170,305,40,313,40,25,1015,3491,45281,205,2911,14063,168,131,3723,7028,829,677,618,3022,1275,1343,5652,460,2334,839,208,16974,28099,83.7,11.4,40457026,14707413,37980164,13330287,4289503,4774922,66256,7,318,19,337,4527,7,173,2234,3,1881,23,4,90355,8325,831,332,15,9,55,35,163,49,140,22,1618
R38214,à§ïQåß,êºó\és,38919,18167,20752,38673,18108,20565,4199,2206,1993,18830,9407,9423,15867,6542,9325,9266,3401,5865,239,216,670,764,989,16365,16301,37407,9631,4849,5215,3166,3123,104,46,51434,12886,2323,42,249,190,8,7,70,600,17,86,59,202,205,123,215,43,156,34,59,439,1825,15323,335,1328,2152,45,23,753,3053,151,171,312,746,548,995,3041,335,501,698,471,3480,11372,85.3,9.1,28791344,3055999,27550762,6753028,1715562,4396594,579914,4,189,13,176,1730,5,91,937,3,641,44,9,40556,10948,512,158,3,3,42,19,56,23,54,16,907
R38215,à§ïQåß,ìåâ∑és,34613,16622,17991,34365,16481,17884,4393,2195,2198,20446,10205,10241,9526,4070,5456,4878,1848,3030,143,231,434,1214,1195,13978,13932,32790,8172,4509,3324,1848,1623,119,43,21130,5012,1258,13,115,111,6,8,57,335,16,44,29,121,118,69,103,12,89,12,13,226,1019,19090,247,479,2994,50,196,1876,2606,130,133,88,893,610,3867,3829,181,436,475,247,3473,15370,84.1,11.5,16944651,4126243,16005557,5107737,1509808,1405297,60499,5,303,7,142,1803,2,65,917,1,919,2,2,33833,2637,261,102,5,4,31,13,499,31,151,5,564
R38356,à§ïQåß,è„ìáí¨,7135,3677,3458,6818,3385,3433,548,263,285,3554,2095,1459,3026,1313,1713,1587,597,990,285,25,136,257,286,3386,3380,6601,1783,1380,1127,737,705,13,3,3038,1549,373,2,41,45,3,2,19,75,1,2,8,32,25,22,31,11,37,14,5,86,282,2495,10,227,668,12,5,101,252,13,2,23,185,54,266,297,68,128,148,46,895,1554,89.3,9.9,6695449,581173,6467091,1072157,804733,374063,16080,0,0,5,39,225,4,27,129,1,62,5,0,7275,240,68,17,0,0,4,4,4,4,3,4,134
R38386,à§ïQåß,ãvñúçÇå¥í¨,8447,3957,4490,8413,3949,4464,728,372,356,3712,1930,1782,3984,1643,2341,2689,1034,1655,32,37,223,234,308,4052,4039,8120,2273,1519,1334,893,1042,28,7,58369,6519,590,25,55,40,5,1,10,151,6,6,10,63,50,38,45,21,46,17,25,96,469,3575,213,392,290,24,1,64,544,37,9,107,256,204,228,710,99,129,251,213,699,2663,81.2,11.5,9885879,879243,9084791,1787290,602441,968810,125683,9,83,9,60,298,2,32,193,1,126,32,1,9083,3599,131,32,0,1,11,4,16,8,13,1,76
R38401,à§ïQåß,èºëOí¨,30064,14139,15925,29956,14107,15849,4007,2049,1958,17301,8382,8919,8703,3672,5031,4291,1605,2686,85,182,348,1114,1035,11525,11511,29529,7589,2697,3228,1717,1295,98,52,2041,2041,1212,7,146,115,4,5,33,361,11,41,34,88,113,56,102,10,78,8,7,261,944,14577,212,1042,4157,25,22,793,3196,109,124,116,1306,571,520,1449,121,581,233,212,5199,9166,86.4,10,10134912,4169017,9684145,3369801,966543,1063785,0,3,269,3,97,1696,3,70,837,1,900,4,1,30888,5687,300,75,6,1,25,16,35,18,35,7,472
R38402,à§ïQåß,ìuïîí¨,21239,9995,11244,21173,9970,11203,2671,1373,1298,12161,5846,6315,6323,2743,3580,3046,1194,1852,39,117,226,811,720,8356,8336,20663,5299,2207,2296,1260,955,72,37,10159,2998,894,6,90,144,3,5,16,222,8,34,32,66,73,47,69,11,59,9,6,234,654,8209,41,556,1456,17,56,545,1864,69,126,632,462,251,480,1130,89,235,200,41,2012,6156,84.9,2.3,8957752,2027331,8138194,2440894,941360,1046042,0,4,214,6,88,1163,1,53,605,1,121,4,1,21643,1548,176,46,3,1,18,8,30,11,28,3,282
R38422,à§ïQåß,ì‡éqí¨,16742,7913,8829,16694,7901,8793,1904,990,914,8422,4268,4154,6352,2631,3721,3746,1368,2378,25,68,311,324,469,6475,6453,16259,3871,1598,2010,1164,1055,54,18,29943,6876,982,20,98,98,4,2,24,277,8,28,14,105,87,44,71,13,71,17,20,197,765,6418,262,637,1194,4,10,202,1065,83,36,49,370,239,377,1218,130,301,233,262,1839,4317,79.5,6.4,11111699,1403934,10511995,2472069,926519,1623701,101007,4,115,7,89,765,4,56,477,2,450,46,1,17599,5284,245,85,2,1,14,9,17,9,19,5,335
R38442,à§ïQåß,à…ï˚í¨,9626,4597,5029,9572,4584,4988,839,424,415,4637,2479,2158,4150,1694,2456,2459,887,1572,53,41,184,143,304,4488,4477,9414,2488,1610,1481,871,977,34,10,9398,4646,545,17,77,31,7,2,15,132,3,12,5,64,29,24,52,13,43,15,21,108,416,4275,96,899,332,423,26,88,434,24,24,62,248,100,188,448,108,551,193,127,1231,2917,83.1,6.8,10540411,2527992,10249215,1760130,1286385,986392,4147,0,0,6,56,312,3,33,208,1,119,7,1,10249,2425,117,24,0,0,12,4,8,3,1,8,222
R38484,à§ïQåß,èºñÏí¨,4072,1887,2185,4002,1882,2120,354,177,177,1984,987,997,1726,720,1006,999,376,623,53,13,75,124,111,1675,1653,3731,911,515,532,311,315,15,3,9845,1615,186,5,30,9,0,0,4,44,1,1,2,12,20,10,21,4,17,6,5,39,142,1244,54,118,145,0,0,28,188,9,1,10,46,54,86,378,20,43,64,54,263,927,77.3,6.8,3348665,267773,3200141,743461,267222,227614,8161,0,0,3,20,149,1,13,95,0,0,14,0,4217,2125,40,7,0,0,6,2,2,2,5,2,84
R38488,à§ïQåß,ãSñkí¨,10705,4927,5778,10641,4923,5718,1159,592,567,5027,2479,2548,4516,1856,2660,2653,973,1680,60,54,200,293,343,4614,4590,10195,2695,1452,1493,911,944,22,13,24188,3586,542,7,72,39,1,3,11,149,5,8,8,41,60,18,56,9,43,12,7,111,424,3810,112,414,479,9,10,71,743,36,29,22,161,149,196,974,54,156,195,112,893,2805,83.3,10.6,7962397,865917,7533017,1736970,474804,597496,55336,0,0,6,68,482,2,29,250,1,290,7,0,11091,4572,128,32,1,2,13,5,20,7,12,7,281
R38506,à§ïQåß,à§ìÏí¨,21902,10169,11733,21830,10145,11685,2137,1096,1041,11008,5424,5584,8687,3603,5084,4580,1682,2898,51,87,422,393,599,9410,9380,21191,5427,2833,2941,1681,1740,54,39,23899,5602,1373,12,110,80,3,4,31,347,15,67,26,176,155,76,102,36,88,18,39,190,1144,7987,66,688,739,20,23,255,1440,97,121,126,581,354,440,1541,230,466,228,638,1427,5922,83.7,7.5,17122513,1754390,16171128,3686121,724061,1574913,10877,1,49,14,129,845,5,74,541,1,492,36,0,23191,7378,289,137,2,3,22,11,35,13,31,10,520
R39201,çÇímåß,çÇímés,337190,157002,180188,334124,155537,178587,42364,21515,20849,197306,94817,102489,91788,37320,54468,44884,15689,29195,1147,2620,3710,8640,9587,153594,153246,326697,81551,61584,30935,16036,22340,1575,679,30900,13619,17390,38,1298,808,25,168,305,4645,384,1122,784,2635,1720,689,1499,89,1076,95,42,2112,15236,162997,536,10609,9405,1132,2712,5592,35547,4952,4760,4320,17179,7950,8480,31244,1137,10859,6463,586,20084,142327,93.8,15,155630197,44593169,153389142,70766943,13003712,13453308,699785,20,1998,41,1064,17131,25,734,9867,17,11746,41,8,336298,27070,3330,2250,69,57,272,201,1226,292,982,89,9555
R39202,çÇímåß,é∫åÀés,13524,6392,7132,13453,6333,7120,1024,530,494,6362,3251,3111,6129,2606,3523,3075,1188,1887,65,58,295,315,403,6512,6501,13052,3442,2506,2095,1245,1528,42,16,24818,3461,867,4,74,52,2,4,17,265,9,25,9,139,79,27,62,18,54,16,13,128,726,4839,71,305,540,14,26,74,996,80,36,41,475,219,279,896,125,208,264,228,878,3733,92.4,16.6,13110053,1109809,12493331,4247187,442955,896529,251468,0,0,7,72,459,5,62,213,1,171,3,1,14270,3417,234,108,1,2,8,6,12,6,11,11,277
R39203,çÇímåß,à¿å|és,17577,8334,9243,17506,8310,9196,1811,915,896,9127,4600,4527,6574,2781,3793,3434,1293,2141,42,69,278,429,532,7604,7590,17056,4176,2615,2168,1093,1493,49,30,31721,3681,1011,17,93,70,4,6,23,277,14,27,20,146,89,46,71,21,64,23,17,163,831,7015,147,510,492,56,9,350,1446,115,82,113,572,254,377,1384,365,321,422,147,1002,5866,81,10.4,14583731,1744302,14246930,3649728,969281,1186168,1174771,1,30,12,97,760,6,61,474,2,398,19,1,18316,8209,235,123,2,2,15,9,50,11,48,8,464
R39204,çÇímåß,ìÏçëés,47982,22724,25258,47693,22589,25104,6061,3110,2951,27501,13623,13878,14107,5820,8287,7186,2573,4613,189,348,556,1842,1899,19481,19431,45577,11184,6349,4595,2367,2534,190,72,12530,6439,2046,22,167,230,1,20,79,551,21,86,52,215,158,77,185,28,126,24,24,399,1623,24721,306,1170,4336,28,231,2354,4172,439,365,442,1782,608,2007,4855,309,661,593,310,5565,18846,87.6,10,21098621,5891482,20294839,9132322,1410978,1666638,64419,3,359,14,223,2459,6,119,1089,4,1900,18,1,48278,6572,431,181,7,9,32,17,406,38,147,14,1264
R39205,çÇímåß,ìyç≤és,27038,13091,13947,26721,12846,13875,3048,1604,1444,14625,7528,7097,9347,3945,5402,4683,1744,2939,309,171,417,747,775,10255,10220,25923,5997,2680,2970,1394,1559,103,49,9149,4350,1173,9,84,100,1,2,31,347,16,35,21,153,98,46,103,17,85,15,19,184,970,11166,141,514,1482,10,6,402,3193,187,206,57,752,315,631,2120,226,382,376,307,1996,8863,88.9,9,14684641,2539465,14404855,5183479,1433964,927927,9929,1,78,10,140,1266,3,65,562,2,302,3,3,28108,7623,291,129,6,3,16,12,53,14,61,12,854
R39206,çÇímåß,ê{çËés,22606,11025,11581,22198,10737,11461,2280,1175,1105,12096,6400,5696,8184,3416,4768,4355,1582,2773,389,114,346,652,877,9121,9090,21110,5006,2933,2621,1333,1488,76,28,13544,3348,1260,7,100,84,2,7,36,397,18,27,26,192,111,37,89,28,70,20,14,186,1060,10443,87,608,1210,42,49,552,2081,172,126,156,900,394,670,1900,359,434,496,202,1910,8331,87.9,17.7,15298654,2790871,14698714,4601702,1091924,993184,105296,1,17,8,112,891,6,83,613,3,1406,7,1,23153,3144,325,161,2,3,11,10,42,13,38,9,588
R39208,çÇímåß,èhñ—és,20907,9714,11193,20833,9687,11146,2396,1186,1210,11215,5518,5697,7265,2993,4272,3880,1395,2485,59,127,291,550,670,8925,8887,20007,5194,2840,2437,1332,1467,73,40,28619,4816,1466,11,118,116,3,5,42,376,19,59,29,240,158,52,105,12,86,21,25,234,1207,9434,166,680,1206,19,57,398,1763,174,157,137,991,369,391,2119,119,281,282,291,1886,7257,88.4,15.4,12081216,2100002,11799049,4443739,1110878,850031,52870,1,85,9,103,968,6,70,484,2,684,6,1,21646,5037,307,195,3,5,17,13,86,17,49,12,625
R39209,çÇímåß,ìyç≤ê¥êÖés,13778,6421,7357,13733,6406,7327,1147,583,564,6294,3138,3156,6337,2700,3637,3417,1302,2115,45,52,333,272,407,6586,6567,13256,3722,2458,2213,1301,1659,29,12,26634,3935,975,7,81,78,2,1,14,252,14,21,15,176,97,33,56,24,77,20,13,160,802,5744,76,419,779,15,1,96,918,85,37,53,574,208,258,1237,118,305,455,185,1199,4360,92.4,16.7,10861782,1234862,10699559,3024382,1198518,940433,54685,1,52,11,65,491,5,32,275,1,158,1,1,14364,3591,223,126,2,4,6,7,17,10,17,5,244
R39210,çÇímåß,élñúè\és,34313,16183,18130,34164,16129,18035,4052,2038,2014,18391,9187,9204,11716,4858,6858,6304,2271,4033,101,262,521,1128,1105,14771,14697,32583,8312,5018,3828,2055,2389,130,60,63229,9896,2484,19,199,112,5,13,41,660,55,62,70,489,237,87,217,25,157,31,23,312,2149,16749,208,1329,824,131,29,511,3613,538,229,408,1979,724,842,3302,443,1029,574,238,2159,14352,88.6,12.1,22704583,3557944,22111127,6866585,1541564,2284242,381492,1,115,26,189,1621,14,176,970,3,914,29,2,35019,7672,545,407,4,8,30,21,71,25,62,19,956
R39211,çÇímåß,çÅìÏés,32961,15847,17114,32808,15767,17041,4365,2241,2124,18375,9243,9132,10132,4304,5828,5077,1896,3181,126,236,477,1200,1235,12953,12917,31749,7938,3610,3472,1798,1788,161,46,12648,5452,1277,18,101,85,2,2,12,358,13,72,21,191,124,68,98,20,73,16,21,186,1070,10810,263,501,1522,28,29,157,2215,87,180,98,1242,562,633,1642,228,287,1116,283,2023,8504,85.1,11.1,21770658,3091797,21196211,5725970,1270960,1861717,410571,4,265,8,153,1788,4,84,831,1,124,16,2,33826,2886,300,159,4,2,24,14,37,19,33,7,791
R39212,çÇímåß,çÅî¸és,27513,13261,14252,27246,13118,14128,2673,1371,1302,14539,7663,6876,10111,4122,5989,5628,2010,3618,214,136,439,782,778,11979,11914,25824,6105,4571,3229,1726,2033,72,30,53786,6658,1242,25,115,122,6,3,19,316,13,35,47,148,115,59,118,16,59,24,25,239,978,9888,309,448,1644,94,9,188,1684,136,61,214,537,419,1144,2096,205,240,450,309,2102,7477,92.6,8.9,18051751,2433915,16599338,5294558,991959,1376300,501795,2,125,8,115,1124,4,64,512,1,447,13,3,27016,12001,270,112,3,4,21,13,41,16,44,8,654
R39301,çÇímåß,ìåómí¨,2584,1270,1314,2525,1216,1309,190,92,98,1233,667,566,1160,510,650,630,242,388,59,7,75,64,99,1382,1381,2566,680,623,394,248,378,5,1,7406,1030,170,1,18,11,1,0,3,46,2,1,0,25,16,6,11,6,14,6,3,30,137,688,3,62,56,2,0,5,152,11,1,0,60,30,60,87,41,22,60,32,125,531,92.9,8,2794784,164535,2759750,641874,272223,226254,18825,0,0,2,15,70,2,21,40,0,0,2,1,2747,843,38,9,0,0,2,1,2,1,5,2,39
R39302,çÇímåß,ìﬁîºóòí¨,3326,1511,1815,3314,1507,1807,310,166,144,1584,782,802,1427,560,867,849,287,562,10,19,79,150,119,1474,1471,3099,803,543,430,227,346,7,5,2836,679,217,1,17,13,1,1,4,62,3,1,2,49,18,6,16,4,13,4,2,31,184,1191,3,97,93,1,1,39,265,17,2,7,164,28,54,298,31,29,46,8,201,982,76.7,0.6,5229440,275040,4686502,616202,261399,223311,97925,0,0,2,15,119,1,12,62,0,0,0,0,3377,1524,50,45,1,0,5,3,8,3,11,1,94
R39303,çÇímåß,ìcñÏí¨,2733,1290,1443,2725,1289,1436,259,130,129,1386,732,654,1088,428,660,640,219,421,8,14,35,104,156,1188,1185,2664,623,400,343,164,235,7,5,653,353,177,2,22,16,1,1,2,52,1,3,2,16,17,8,17,3,9,4,3,38,136,1157,4,91,88,1,1,47,222,10,3,5,54,62,101,367,16,36,36,17,179,961,85.3,6.8,3201017,251063,3036406,450943,143650,217382,83482,1,48,1,17,97,1,17,47,1,83,0,1,2932,1241,39,12,1,1,2,2,9,2,7,1,22
R39304,çÇímåß,à¿ìcí¨,2631,1256,1375,2628,1254,1374,203,113,90,1277,657,620,1151,486,665,673,257,416,3,11,47,87,82,1146,1144,2613,629,356,380,195,256,13,3,5236,987,145,3,12,10,1,0,6,35,0,3,1,19,16,7,10,5,10,6,4,22,119,782,14,79,186,1,0,33,123,0,4,1,59,37,46,71,34,28,54,26,265,491,80.4,4.2,3497940,202437,3364858,434690,562265,410856,207437,0,0,1,11,63,1,12,48,0,0,1,0,2811,2036,32,14,0,0,2,1,3,1,2,1,49
R39305,çÇímåß,ñkêÏë∫,1294,607,687,1290,605,685,140,68,72,604,316,288,550,223,327,331,125,206,4,6,27,28,53,582,582,1294,326,200,178,105,142,2,2,19673,1249,61,4,11,4,1,0,1,10,0,0,3,8,3,5,3,3,1,4,4,15,42,537,71,97,44,9,0,4,31,0,0,3,48,63,38,64,22,2,41,71,141,325,74.8,-2.3,2292004,201533,2175818,306596,190612,136388,270712,0,0,1,11,61,1,12,24,0,0,1,0,1401,873,10,4,0,0,0,0,0,0,0,1,34
